0	4.36E+01	4.46E+01	3.32E+01	3.50E+01	4.02E+01	4.92E+01
1	2.47E+01	1.96E+01	2.96E+01	2.04E+01	1.99E+01	2.45E+01
2	9.30E+00	9.48E+00	2.72E+01	2.14E+01	1.81E+01	1.24E+01
3	3.69E+00	1.35E+01	1.12E+01	7.45E+00	1.21E+01	1.07E+01
4	9.32E+00	1.45E+01	1.22E+01	2.23E+00	1.09E+01	6.51E+00
5	9.84E+00	6.01E+00	5.07E+00	8.10E+00	9.77E+00	2.18E+01
6	7.96E+00	2.27E+01	6.11E+00	9.10E+00	1.95E+01	1.93E+01
7	2.13E+01	1.82E+01	2.62E+01	1.95E+01	1.03E+01	2.33E+01
8	2.77E+01	2.88E+01	3.52E+01	3.77E+01	2.85E+01	2.97E+01
9	4.67E+01	4.01E+01	3.82E+01	3.39E+01	3.08E+01	3.46E+01
10	3.91E+01	4.61E+01	3.09E+01	3.10E+01	3.63E+01	3.87E+01
11	4.74E+01	4.38E+01	5.05E+01	4.34E+01	4.59E+01	4.83E+01
12	4.35E+01	4.53E+01	4.19E+01	4.03E+01	3.15E+01	4.46E+01
13	3.90E+01	3.47E+01	4.36E+01	4.18E+01	3.72E+01	3.36E+01
14	4.17E+01	5.14E+01	3.77E+01	3.24E+01	3.75E+01	3.94E+01
15	3.81E+01	3.58E+01	4.21E+01	3.61E+01	5.44E+01	5.47E+01
16	4.28E+01	5.32E+01	5.46E+01	5.38E+01	3.68E+01	4.80E+01
17	4.13E+01	4.99E+01	4.97E+01	3.59E+01	4.92E+01	3.67E+01
18	4.95E+01	4.52E+01	3.48E+01	4.18E+01	4.39E+01	4.78E+01
19	4.36E+01	5.20E+01	4.53E+01	4.69E+01	4.07E+01	4.59E+01
20	4.33E+01	5.68E+01	4.18E+01	4.27E+01	4.44E+01	4.16E+01
21	6.41E+01	6.14E+01	6.11E+01	6.01E+01	5.19E+01	5.40E+01
22	5.96E+01	5.03E+01	6.14E+01	6.16E+01	6.17E+01	5.37E+01
23	4.28E+01	4.04E+01	5.88E+01	4.47E+01	4.67E+01	5.55E+01
